SW_ID,Date,Low,Q1,Q3,High,Tooltip
SW0416,2025-02-01,208.43,220.01,254.75,277.91,February 2025   $220.01 - $254.75
SW0416,2025-03-01,173.95,180.5,200.14,213.23,March 2025   $180.50 - $200.14
SW0416,2025-04-01,180.22,190.23,220.27,240.29,April 2025   $190.23 - $220.27
SW0416,2025-05-01,189.27,196.4,217.77,232.01,May 2025   $196.40 - $217.77
SW0416,2025-06-01,154.12,162.68,188.37,205.49,June 2025   $162.68 - $188.37
SW0416,2025-07-01,175.5,182.11,201.92,215.13,July 2025   $182.11 - $201.92
SW0058,2020-07-01,16.38,17.0,18.85,20.08,July 2020   $17.00 - $18.85
SW0058,2020-08-01,17.44,18.41,21.31,23.25,August 2020   $18.41 - $21.31
SW0058,2020-09-01,17.29,17.94,19.89,21.19,September 2020   $17.94 - $19.89
SW0058,2020-10-01,18.4,19.43,22.49,24.54,October 2020   $19.43 - $22.49
SW0058,2020-11-01,15.37,15.95,17.68,18.84,November 2020   $15.95 - $17.68
SW0058,2020-12-01,16.36,17.27,20.0,21.82,December 2020   $17.27 - $20.00
SW0058,2021-01-01,18.65,19.35,21.46,22.86,January 2021   $19.35 - $21.46
SW0058,2021-02-01,22.58,23.83,27.6,30.11,February 2021   $23.83 - $27.60
SW0058,2021-03-01,25.66,26.63,29.53,31.46,March 2021   $26.63 - $29.53
SW0058,2021-04-01,30.29,31.97,37.02,40.39,April 2021   $31.97 - $37.02
SW0058,2021-05-01,33.55,34.81,38.6,41.12,May 2021   $34.81 - $38.60
SW0058,2021-06-01,30.48,32.17,37.25,40.64,June 2021   $32.17 - $37.25
SW0058,2021-07-01,33.74,35.01,38.82,41.36,July 2021   $35.01 - $38.82
SW0058,2021-08-01,30.66,32.37,37.48,40.89,August 2021   $32.37 - $37.48
SW0058,2021-09-01,29.64,30.75,34.1,36.33,September 2021   $30.75 - $34.10
SW0058,2021-10-01,30.85,32.57,37.71,41.14,October 2021   $32.57 - $37.71
SW0058,2021-11-01,29.83,30.95,34.32,36.56,November 2021   $30.95 - $34.32
SW0058,2021-12-01,31.04,32.76,37.94,41.38,December 2021   $32.76 - $37.94
SW0058,2022-01-01,30.02,31.15,34.54,36.8,January 2022   $31.15 - $34.54
SW0058,2022-02-01,31.22,32.96,38.16,41.63,February 2022   $32.96 - $38.16
SW0058,2022-03-01,30.21,31.35,34.76,37.04,March 2022   $31.35 - $34.76
SW0058,2022-04-01,31.41,33.16,38.39,41.88,April 2022   $33.16 - $38.39
SW0058,2022-05-01,30.41,31.55,34.98,37.27,May 2022   $31.55 - $34.98
SW0058,2022-06-01,31.6,33.35,38.62,42.13,June 2022   $33.35 - $38.62
SW0058,2022-07-01,30.6,31.75,35.2,37.51,July 2022   $31.75 - $35.20
SW0058,2022-08-01,31.78,33.55,38.85,42.38,August 2022   $33.55 - $38.85
SW0058,2022-09-01,30.79,31.95,35.43,37.74,September 2022   $31.95 - $35.43
SW0058,2022-10-01,31.97,33.75,39.07,42.63,October 2022   $33.75 - $39.07
SW0058,2022-11-01,30.98,32.15,35.65,37.98,November 2022   $32.15 - $35.65
SW0058,2022-12-01,32.16,33.94,39.3,42.88,December 2022   $33.94 - $39.30
SW0058,2023-01-01,31.18,32.35,35.87,38.22,January 2023   $32.35 - $35.87
SW0058,2023-02-01,32.34,34.14,39.53,43.12,February 2023   $34.14 - $39.53
SW0058,2023-03-01,31.37,32.55,36.09,38.45,March 2023   $32.55 - $36.09
SW0058,2023-04-01,32.53,34.34,39.76,43.37,April 2023   $34.34 - $39.76
SW0058,2023-05-01,31.56,32.75,36.31,38.69,May 2023   $32.75 - $36.31
SW0058,2023-06-01,31.79,33.55,38.85,42.38,June 2023   $33.55 - $38.85
SW0058,2023-07-01,32.34,33.55,37.2,39.64,July 2023   $33.55 - $37.20
SW0058,2023-08-01,39.11,41.29,47.81,52.15,August 2023   $41.29 - $47.81
SW0058,2023-09-01,32.61,33.84,37.52,39.98,September 2023   $33.84 - $37.52
SW0058,2023-10-01,34.72,36.65,42.43,46.29,October 2023   $36.65 - $42.43
SW0058,2023-11-01,33.28,34.53,38.29,40.79,November 2023   $34.53 - $38.29
SW0058,2023-12-01,31.97,33.74,39.07,42.62,December 2023   $33.74 - $39.07
SW0058,2024-01-01,35.87,37.22,41.27,43.97,January 2024   $37.22 - $41.27
SW0058,2024-02-01,32.51,34.32,39.74,43.35,February 2024   $34.32 - $39.74
SW0058,2024-03-01,29.31,30.42,33.73,35.93,March 2024   $30.42 - $33.73
SW0058,2024-04-01,31.12,32.85,38.03,41.49,April 2024   $32.85 - $38.03
SW0058,2024-05-01,28.51,29.58,32.8,34.95,May 2024   $29.58 - $32.80
SW0058,2024-06-01,30.58,32.28,37.38,40.78,June 2024   $32.28 - $37.38
SW0058,2024-07-01,28.52,29.6,32.82,34.96,July 2024   $29.60 - $32.82
SW0058,2024-08-01,33.36,35.21,40.77,44.48,August 2024   $35.21 - $40.77
SW0058,2024-09-01,43.33,44.96,49.85,53.11,September 2024   $44.96 - $49.85
SW0058,2024-10-01,34.78,36.71,42.51,46.37,October 2024   $36.71 - $42.51
SW0058,2024-11-01,33.97,35.25,39.08,41.64,November 2024   $35.25 - $39.08
SW0058,2024-12-01,31.23,32.97,38.17,41.64,December 2024   $32.97 - $38.17
SW0058,2025-01-01,36.97,38.36,42.54,45.32,January 2025   $38.36 - $42.54
SW0058,2025-02-01,37.06,39.12,45.3,49.42,February 2025   $39.12 - $45.30
SW0058,2025-03-01,31.79,32.98,36.57,38.97,March 2025   $32.98 - $36.57
SW0058,2025-04-01,33.84,35.72,41.36,45.12,April 2025   $35.72 - $41.36
SW0058,2025-05-01,36.51,37.88,42.0,44.75,May 2025   $37.88 - $42.00
SW0058,2025-06-01,32.48,34.29,39.7,43.31,June 2025   $34.29 - $39.70
SW0058,2025-07-01,42.61,44.21,49.02,52.23,July 2025   $44.21 - $49.02
SW1206,2024-02-01,9.56,10.09,11.68,12.74,February 2024   $10.09 - $11.68
SW1206,2024-03-01,9.25,9.6,10.64,11.34,March 2024   $9.60 - $10.64
SW1206,2024-04-01,9.61,10.15,11.75,12.82,April 2024   $10.15 - $11.75
SW1206,2024-05-01,9.31,9.66,10.71,11.41,May 2024   $9.66 - $10.71
SW1206,2024-06-01,9.67,10.21,11.82,12.89,June 2024   $10.21 - $11.82
SW1206,2024-07-01,9.37,9.72,10.78,11.48,July 2024   $9.72 - $10.78
SW1206,2024-08-01,9.72,10.26,11.89,12.97,August 2024   $10.26 - $11.89
SW1206,2024-09-01,9.43,9.78,10.85,11.56,September 2024   $9.78 - $10.85
SW1206,2024-10-01,9.78,10.32,11.95,13.04,October 2024   $10.32 - $11.95
SW1206,2024-11-01,9.49,9.84,10.91,11.63,November 2024   $9.84 - $10.91
SW1206,2024-12-01,9.84,10.38,12.02,13.12,December 2024   $10.38 - $12.02
SW1206,2025-01-01,9.54,9.9,10.98,11.7,January 2025   $9.90 - $10.98
SW1206,2025-02-01,9.89,10.44,12.09,13.19,February 2025   $10.44 - $12.09
SW1206,2025-03-01,9.6,9.96,11.05,11.77,March 2025   $9.96 - $11.05
SW1206,2025-04-01,8.69,9.17,10.62,11.59,April 2025   $9.17 - $10.62
SW1206,2025-05-01,9.66,10.02,11.11,11.84,May 2025   $10.02 - $11.11
SW1206,2025-06-01,8.75,9.23,10.69,11.66,June 2025   $9.23 - $10.69
SW1206,2025-07-01,9.72,10.08,11.18,11.91,July 2025   $10.08 - $11.18
SW1304,2023-11-01,24.22,25.13,26.04,26.04,November 2023   $25.13 - $26.04
SW1304,2023-12-01,22.51,23.76,25.01,25.01,December 2023   $23.76 - $25.01
SW1304,2024-01-01,27.2,28.22,31.29,33.34,January 2024   $28.22 - $31.29
SW1304,2024-02-01,27.02,28.53,33.03,36.03,February 2024   $28.53 - $33.03
SW1304,2024-03-01,25.67,26.63,29.53,31.46,March 2024   $26.63 - $29.53
SW1304,2024-04-01,27.64,29.18,33.79,36.86,April 2024   $29.18 - $33.79
SW1304,2024-05-01,27.8,28.85,31.98,34.08,May 2024   $28.85 - $31.98
SW1304,2024-06-01,26.52,27.99,32.41,35.36,June 2024   $27.99 - $32.41
SW1304,2024-07-01,29.33,30.43,33.74,35.95,July 2024   $30.43 - $33.74
SW1304,2024-08-01,31.08,32.81,37.99,41.44,August 2024   $32.81 - $37.99
SW1304,2024-09-01,28.82,29.9,33.15,35.32,September 2024   $29.90 - $33.15
SW1304,2024-10-01,29.6,31.24,36.17,39.46,October 2024   $31.24 - $36.17
SW1304,2024-11-01,30.52,31.67,35.12,37.42,November 2024   $31.67 - $35.12
SW1304,2024-12-01,25.51,26.93,31.18,34.02,December 2024   $26.93 - $31.18
SW1304,2025-01-01,27.19,28.21,31.28,33.33,January 2025   $28.21 - $31.28
SW1304,2025-02-01,29.21,30.83,35.7,38.94,February 2025   $30.83 - $35.70
SW1304,2025-03-01,30.03,31.16,34.55,36.81,March 2025   $31.16 - $34.55
SW1304,2025-04-01,28.47,30.06,34.8,37.97,April 2025   $30.06 - $34.80
SW1304,2025-05-01,28.86,29.95,33.2,35.38,May 2025   $29.95 - $33.20
SW1304,2025-06-01,30.03,31.7,36.71,40.04,June 2025   $31.70 - $36.71
SW1304,2025-07-01,34.14,35.42,39.28,41.85,July 2025   $35.42 - $39.28
SW0091,2020-07-01,19.75,20.49,22.72,24.21,July 2020   $20.49 - $22.72
SW0091,2020-08-01,17.91,18.9,21.89,23.88,August 2020   $18.90 - $21.89
SW0091,2020-09-01,19.86,20.61,22.85,24.35,September 2020   $20.61 - $22.85
SW0091,2020-10-01,18.02,19.02,22.02,24.03,October 2020   $19.02 - $22.02
SW0091,2020-11-01,19.98,20.73,22.99,24.49,November 2020   $20.73 - $22.99
SW0091,2020-12-01,18.13,19.14,22.16,24.18,December 2020   $19.14 - $22.16
SW0091,2021-01-01,20.1,20.85,23.12,24.64,January 2021   $20.85 - $23.12
SW0091,2021-02-01,18.25,19.26,22.3,24.33,February 2021   $19.26 - $22.30
SW0091,2021-03-01,20.21,20.98,23.26,24.78,March 2021   $20.98 - $23.26
SW0091,2021-04-01,18.36,19.38,22.44,24.48,April 2021   $19.38 - $22.44
SW0091,2021-05-01,20.33,21.1,23.39,24.92,May 2021   $21.10 - $23.39
SW0091,2021-06-01,18.47,19.5,22.58,24.63,June 2021   $19.50 - $22.58
SW0091,2021-07-01,20.45,21.22,23.53,25.07,July 2021   $21.22 - $23.53
SW0091,2021-08-01,18.58,19.62,22.71,24.78,August 2021   $19.62 - $22.71
SW0091,2021-09-01,17.96,18.64,20.66,22.02,September 2021   $18.64 - $20.66
SW0091,2021-10-01,18.7,19.74,22.85,24.93,October 2021   $19.74 - $22.85
SW0091,2021-11-01,18.08,18.76,20.8,22.16,November 2021   $18.76 - $20.80
SW0091,2021-12-01,18.81,19.86,22.99,25.08,December 2021   $19.86 - $22.99
SW0091,2022-01-01,18.19,18.88,20.93,22.3,January 2022   $18.88 - $20.93
SW0091,2022-02-01,13.97,14.75,17.07,18.63,February 2022   $14.75 - $17.07
SW0091,2022-03-01,18.31,19.0,21.07,22.45,March 2022   $19.00 - $21.07
SW0091,2022-04-01,19.04,20.09,23.27,25.38,April 2022   $20.09 - $23.27
SW0091,2022-05-01,18.43,19.12,21.2,22.59,May 2022   $19.12 - $21.20
SW0091,2022-06-01,19.15,20.21,23.41,25.53,June 2022   $20.21 - $23.41
SW0091,2022-07-01,18.54,19.24,21.34,22.73,July 2022   $19.24 - $21.34
SW0091,2022-08-01,19.26,20.33,23.54,25.68,August 2022   $20.33 - $23.54
SW0091,2022-09-01,18.66,19.36,21.47,22.88,September 2022   $19.36 - $21.47
SW0091,2022-10-01,19.38,20.45,23.68,25.83,October 2022   $20.45 - $23.68
SW0091,2022-11-01,18.78,19.48,21.61,23.02,November 2022   $19.48 - $21.61
SW0091,2022-12-01,19.49,20.57,23.82,25.99,December 2022   $20.57 - $23.82
SW0091,2023-01-01,20.19,20.95,23.24,24.76,January 2023   $20.95 - $23.24
SW0091,2023-02-01,16.6,17.52,20.29,22.13,February 2023   $17.52 - $20.29
SW0091,2023-03-01,17.84,18.51,20.52,21.87,March 2023   $18.51 - $20.52
SW0091,2023-04-01,17.69,18.68,21.63,23.59,April 2023   $18.68 - $21.63
SW0091,2023-05-01,22.77,23.63,26.2,27.91,May 2023   $23.63 - $26.20
SW0091,2023-06-01,17.67,18.65,21.59,23.56,June 2023   $18.65 - $21.59
SW0091,2023-07-01,22.72,23.58,26.15,27.86,July 2023   $23.58 - $26.15
SW0091,2023-08-01,17.99,18.99,21.99,23.99,August 2023   $18.99 - $21.99
SW0091,2023-09-01,20.45,21.22,23.53,25.06,September 2023   $21.22 - $23.53
SW0091,2023-10-01,21.36,22.55,26.11,28.48,October 2023   $22.55 - $26.11
SW0091,2023-11-01,22.52,23.37,25.91,27.6,November 2023   $23.37 - $25.91
SW0091,2023-12-01,24.61,25.98,30.08,32.82,December 2023   $25.98 - $30.08
SW0091,2024-01-01,21.62,22.43,24.87,26.5,January 2024   $22.43 - $24.87
SW0091,2024-02-01,18.09,19.1,22.12,24.13,February 2024   $19.10 - $22.12
SW0091,2024-03-01,14.93,15.49,17.18,18.3,March 2024   $15.49 - $17.18
SW0091,2024-04-01,15.89,16.77,19.42,21.19,April 2024   $16.77 - $19.42
SW0091,2024-05-01,14.19,14.73,16.33,17.4,May 2024   $14.73 - $16.33
SW0091,2024-06-01,16.15,17.04,19.73,21.53,June 2024   $17.04 - $19.73
SW0091,2024-07-01,18.35,19.04,21.11,22.5,July 2024   $19.04 - $21.11
SW0091,2024-08-01,18.35,19.37,22.43,24.47,August 2024   $19.37 - $22.43
SW0091,2024-09-01,22.95,23.81,26.41,28.13,September 2024   $23.81 - $26.41
SW0091,2024-10-01,20.44,21.58,24.98,27.25,October 2024   $21.58 - $24.98
SW0091,2024-11-01,22.37,23.22,25.74,27.43,November 2024   $23.22 - $25.74
SW0091,2024-12-01,20.69,21.84,25.29,27.59,December 2024   $21.84 - $25.29
SW0091,2025-01-01,19.3,20.02,22.2,23.65,January 2025   $20.02 - $22.20
SW0091,2025-02-01,24.14,25.48,29.51,32.19,February 2025   $25.48 - $29.51
SW0091,2025-03-01,21.21,22.0,24.4,25.99,March 2025   $22.00 - $24.40
SW0091,2025-04-01,19.08,20.14,23.31,25.43,April 2025   $20.14 - $23.31
SW0091,2025-05-01,20.16,20.91,23.19,24.71,May 2025   $20.91 - $23.19
SW0091,2025-06-01,16.58,17.5,20.26,22.11,June 2025   $17.50 - $20.26
SW0091,2025-07-01,13.91,14.44,16.01,17.05,July 2025   $14.44 - $16.01
SW0439,2020-07-01,38.56,40.01,44.36,47.26,July 2020   $40.01 - $44.36
SW0439,2020-08-01,34.96,36.91,42.73,46.62,August 2020   $36.91 - $42.73
SW0439,2020-09-01,28.35,29.41,32.62,34.75,September 2020   $29.41 - $32.62
SW0439,2020-10-01,35.18,37.14,43.0,46.91,October 2020   $37.14 - $43.00
SW0439,2020-11-01,39.01,40.48,44.89,47.82,November 2020   $40.48 - $44.89
SW0439,2020-12-01,35.4,37.37,43.27,47.21,December 2020   $37.37 - $43.27
SW0439,2021-01-01,39.24,40.72,45.15,48.1,January 2021   $40.72 - $45.15
SW0439,2021-02-01,35.62,37.6,43.54,47.5,February 2021   $37.60 - $43.54
SW0439,2021-03-01,39.47,40.95,45.41,48.38,March 2021   $40.95 - $45.41
SW0439,2021-04-01,35.85,37.84,43.81,47.79,April 2021   $37.84 - $43.81
SW0439,2021-05-01,39.7,41.19,45.67,48.66,May 2021   $41.19 - $45.67
SW0439,2021-06-01,36.07,38.07,44.08,48.09,June 2021   $38.07 - $44.08
SW0439,2021-07-01,39.92,41.43,45.93,48.94,July 2021   $41.43 - $45.93
SW0439,2021-08-01,36.29,38.3,44.35,48.38,August 2021   $38.30 - $44.35
SW0439,2021-09-01,35.07,36.39,40.35,42.99,September 2021   $36.39 - $40.35
SW0439,2021-10-01,36.51,38.54,44.62,48.68,October 2021   $38.54 - $44.62
SW0439,2021-11-01,35.3,36.62,40.61,43.27,November 2021   $36.62 - $40.61
SW0439,2021-12-01,36.73,38.77,44.89,48.97,December 2021   $38.77 - $44.89
SW0439,2022-01-01,35.52,36.86,40.87,43.55,January 2022   $36.86 - $40.87
SW0439,2022-02-01,36.95,39.0,45.16,49.27,February 2022   $39.00 - $45.16
SW0439,2022-03-01,35.75,37.1,41.13,43.83,March 2022   $37.10 - $41.13
SW0439,2022-04-01,37.17,39.23,45.43,49.56,April 2022   $39.23 - $45.43
SW0439,2022-05-01,35.98,37.33,41.4,44.1,May 2022   $37.33 - $41.40
SW0439,2022-06-01,37.39,39.47,45.7,49.85,June 2022   $39.47 - $45.70
SW0439,2022-07-01,36.21,37.57,41.66,44.38,July 2022   $37.57 - $41.66
SW0439,2022-08-01,37.61,39.7,45.97,50.15,August 2022   $39.70 - $45.97
SW0439,2022-09-01,36.44,37.81,41.92,44.66,September 2022   $37.81 - $41.92
SW0439,2022-10-01,37.83,39.93,46.24,50.44,October 2022   $39.93 - $46.24
SW0439,2022-11-01,36.66,38.04,42.18,44.94,November 2022   $38.04 - $42.18
SW0439,2022-12-01,38.05,40.17,46.51,50.74,December 2022   $40.17 - $46.51
SW0439,2023-01-01,36.89,38.28,42.45,45.22,January 2023   $38.28 - $42.45
SW0439,2023-02-01,38.27,40.4,46.78,51.03,February 2023   $40.40 - $46.78
SW0439,2023-03-01,37.12,38.52,42.71,45.5,March 2023   $38.52 - $42.71
SW0439,2023-04-01,38.49,40.63,47.05,51.32,April 2023   $40.63 - $47.05
SW0439,2023-05-01,37.35,38.75,42.97,45.78,May 2023   $38.75 - $42.97
SW0439,2023-06-01,44.79,47.28,54.75,59.73,June 2023   $47.28 - $54.75
SW0439,2023-07-01,39.41,40.89,45.34,48.31,July 2023   $40.89 - $45.34
SW0439,2023-08-01,32.59,34.4,39.83,43.45,August 2023   $34.40 - $39.83
SW0439,2023-09-01,37.13,38.52,42.71,45.51,September 2023   $38.52 - $42.71
SW0439,2023-10-01,45.41,47.94,55.51,60.55,October 2023   $47.94 - $55.51
SW0439,2023-11-01,40.26,41.77,46.32,49.35,November 2023   $41.77 - $46.32
SW0439,2023-12-01,47.74,50.39,58.35,63.65,December 2023   $50.39 - $58.35
SW0439,2024-01-01,45.43,47.14,52.27,55.69,January 2024   $47.14 - $52.27
SW0439,2024-02-01,38.67,40.82,47.26,51.56,February 2024   $40.82 - $47.26
SW0439,2024-03-01,36.85,38.24,42.4,45.17,March 2024   $38.24 - $42.40
SW0439,2024-04-01,44.12,46.57,53.92,58.82,April 2024   $46.57 - $53.92
SW0439,2024-05-01,36.11,37.47,41.55,44.27,May 2024   $37.47 - $41.55
SW0439,2024-06-01,36.46,38.48,44.56,48.61,June 2024   $38.48 - $44.56
SW0439,2024-07-01,46.28,48.02,53.24,56.73,July 2024   $48.02 - $53.24
SW0439,2024-08-01,41.57,43.88,50.8,55.42,August 2024   $43.88 - $50.80
SW0439,2024-09-01,38.91,40.38,44.77,47.7,September 2024   $40.38 - $44.77
SW0439,2024-10-01,39.58,41.77,48.37,52.77,October 2024   $41.77 - $48.37
SW0439,2024-11-01,39.01,40.47,44.88,47.81,November 2024   $40.47 - $44.88
SW0439,2024-12-01,34.86,36.8,42.61,46.48,December 2024   $36.80 - $42.61
SW0439,2025-01-01,38.38,39.82,44.16,47.05,January 2025   $39.82 - $44.16
SW0439,2025-02-01,45.14,47.65,55.17,60.18,February 2025   $47.65 - $55.17
SW0439,2025-03-01,37.4,38.8,43.03,45.84,March 2025   $38.80 - $43.03
SW0439,2025-04-01,34.48,36.39,42.14,45.97,April 2025   $36.39 - $42.14
SW0439,2025-05-01,42.89,44.5,49.34,52.57,May 2025   $44.50 - $49.34
SW0439,2025-06-01,44.7,47.18,54.63,59.6,June 2025   $47.18 - $54.63
SW0439,2025-07-01,39.66,41.15,45.63,48.61,July 2025   $41.15 - $45.63
SW0118,2020-07-01,12.58,13.05,14.47,15.42,July 2020   $13.05 - $14.47
SW0118,2020-08-01,9.92,10.47,12.12,13.22,August 2020   $10.47 - $12.12
SW0118,2020-09-01,12.65,13.13,14.56,15.51,September 2020   $13.13 - $14.56
SW0118,2020-10-01,11.48,12.12,14.03,15.3,October 2020   $12.12 - $14.03
SW0118,2020-11-01,12.73,13.21,14.64,15.6,November 2020   $13.21 - $14.64
SW0118,2020-12-01,11.55,12.19,14.12,15.4,December 2020   $12.19 - $14.12
SW0118,2021-01-01,12.8,13.28,14.73,15.69,January 2021   $13.28 - $14.73
SW0118,2021-02-01,11.62,12.27,14.21,15.5,February 2021   $12.27 - $14.21
SW0118,2021-03-01,12.88,13.36,14.81,15.78,March 2021   $13.36 - $14.81
SW0118,2021-04-01,11.69,12.34,14.29,15.59,April 2021   $12.34 - $14.29
SW0118,2021-05-01,10.27,10.66,11.82,12.59,May 2021   $10.66 - $11.82
SW0118,2021-06-01,11.77,12.42,14.38,15.69,June 2021   $12.42 - $14.38
SW0118,2021-07-01,13.03,13.52,14.99,15.97,July 2021   $13.52 - $14.99
SW0118,2021-08-01,11.84,12.5,14.47,15.78,August 2021   $12.50 - $14.47
SW0118,2021-09-01,11.44,11.87,13.16,14.02,September 2021   $11.87 - $13.16
SW0118,2021-10-01,11.91,12.57,14.56,15.88,October 2021   $12.57 - $14.56
SW0118,2021-11-01,11.52,11.95,13.25,14.12,November 2021   $11.95 - $13.25
SW0118,2021-12-01,11.98,12.65,14.65,15.98,December 2021   $12.65 - $14.65
SW0118,2022-01-01,11.59,12.03,13.33,14.21,January 2022   $12.03 - $13.33
SW0118,2022-02-01,12.05,12.72,14.73,16.07,February 2022   $12.72 - $14.73
SW0118,2022-03-01,11.66,12.1,13.42,14.3,March 2022   $12.10 - $13.42
SW0118,2022-04-01,12.13,12.8,14.82,16.17,April 2022   $12.80 - $14.82
SW0118,2022-05-01,11.74,12.18,13.51,14.39,May 2022   $12.18 - $13.51
SW0118,2022-06-01,12.2,12.88,14.91,16.26,June 2022   $12.88 - $14.91
SW0118,2022-07-01,11.81,12.26,13.59,14.48,July 2022   $12.26 - $13.59
SW0118,2022-08-01,12.27,12.95,15.0,16.36,August 2022   $12.95 - $15.00
SW0118,2022-09-01,11.89,12.33,13.68,14.57,September 2022   $12.33 - $13.68
SW0118,2022-10-01,12.34,13.03,15.09,16.46,October 2022   $13.03 - $15.09
SW0118,2022-11-01,11.96,12.41,13.76,14.66,November 2022   $12.41 - $13.76
SW0118,2022-12-01,12.41,13.1,15.17,16.55,December 2022   $13.10 - $15.17
SW0118,2023-01-01,11.49,11.93,13.22,14.09,January 2023   $11.93 - $13.22
SW0118,2023-02-01,12.23,12.91,14.95,16.31,February 2023   $12.91 - $14.95
SW0118,2023-03-01,11.16,11.58,12.83,13.67,March 2023   $11.58 - $12.83
SW0118,2023-04-01,10.33,10.9,12.63,13.77,April 2023   $10.90 - $12.63
SW0118,2023-05-01,13.81,14.33,15.89,16.93,May 2023   $14.33 - $15.89
SW0118,2023-06-01,10.81,11.41,13.21,14.41,June 2023   $11.41 - $13.21
SW0118,2023-07-01,12.42,12.89,14.29,15.23,July 2023   $12.89 - $14.29
SW0118,2023-08-01,10.17,10.73,12.43,13.56,August 2023   $10.73 - $12.43
SW0118,2023-09-01,11.56,11.99,13.3,14.17,September 2023   $11.99 - $13.30
SW0118,2023-10-01,12.27,12.95,15.0,16.36,October 2023   $12.95 - $15.00
SW0118,2023-11-01,13.42,13.92,15.44,16.45,November 2023   $13.92 - $15.44
SW0118,2023-12-01,14.86,15.69,18.16,19.81,December 2023   $15.69 - $18.16
SW0118,2024-01-01,12.61,13.08,14.51,15.45,January 2024   $13.08 - $14.51
SW0118,2024-02-01,11.32,11.95,13.83,15.09,February 2024   $11.95 - $13.83
SW0118,2024-03-01,12.1,12.55,13.92,14.83,March 2024   $12.55 - $13.92
SW0118,2024-04-01,13.04,13.76,15.94,17.39,April 2024   $13.76 - $15.94
SW0118,2024-05-01,11.45,11.88,13.18,14.04,May 2024   $11.88 - $13.18
SW0118,2024-06-01,13.01,13.74,15.9,17.35,June 2024   $13.74 - $15.90
SW0118,2024-07-01,14.32,14.86,16.47,17.55,July 2024   $14.86 - $16.47
SW0118,2024-08-01,11.83,12.49,14.46,15.77,August 2024   $12.49 - $14.46
SW0118,2024-09-01,13.8,14.32,15.87,16.91,September 2024   $14.32 - $15.87
SW0118,2024-10-01,14.71,15.52,17.98,19.61,October 2024   $15.52 - $17.98
SW0118,2024-11-01,12.41,12.88,14.28,15.21,November 2024   $12.88 - $14.28
SW0118,2024-12-01,10.21,10.78,12.48,13.61,December 2024   $10.78 - $12.48
SW0118,2025-01-01,11.6,12.04,13.35,14.22,January 2025   $12.04 - $13.35
SW0118,2025-02-01,12.6,13.3,15.4,16.8,February 2025   $13.30 - $15.40
SW0118,2025-03-01,12.17,12.63,14.0,14.92,March 2025   $12.63 - $14.00
SW0118,2025-04-01,13.91,14.68,17.0,18.54,April 2025   $14.68 - $17.00
SW0118,2025-05-01,13.02,13.51,14.98,15.95,May 2025   $13.51 - $14.98
SW0118,2025-06-01,11.73,12.38,14.33,15.64,June 2025   $12.38 - $14.33
SW0118,2025-07-01,13.28,13.78,15.28,16.28,July 2025   $13.78 - $15.28
SW0380,2020-12-01,16.05,16.94,19.62,21.4,December 2020   $16.94 - $19.62
SW0380,2021-01-01,15.54,16.13,17.88,19.05,January 2021   $16.13 - $17.88
SW0380,2021-02-01,16.15,17.04,19.74,21.53,February 2021   $17.04 - $19.74
SW0380,2021-03-01,15.64,16.23,18.0,19.17,March 2021   $16.23 - $18.00
SW0380,2021-04-01,16.24,17.14,19.85,21.66,April 2021   $17.14 - $19.85
SW0380,2021-05-01,15.74,16.33,18.11,19.29,May 2021   $16.33 - $18.11
SW0380,2021-06-01,16.34,17.24,19.97,21.78,June 2021   $17.24 - $19.97
SW0380,2021-07-01,15.84,16.43,18.22,19.41,July 2021   $16.43 - $18.22
SW0380,2021-08-01,16.43,17.35,20.08,21.91,August 2021   $17.35 - $20.08
SW0380,2021-09-01,15.94,16.54,18.33,19.53,September 2021   $16.54 - $18.33
SW0380,2021-10-01,16.53,17.45,20.2,22.04,October 2021   $17.45 - $20.20
SW0380,2021-11-01,16.03,16.64,18.45,19.65,November 2021   $16.64 - $18.45
SW0380,2021-12-01,16.62,17.55,20.32,22.16,December 2021   $17.55 - $20.32
SW0380,2022-01-01,16.13,16.74,18.56,19.77,January 2022   $16.74 - $18.56
SW0380,2022-02-01,14.6,15.41,17.84,19.47,February 2022   $15.41 - $17.84
SW0380,2022-03-01,16.23,16.84,18.67,19.89,March 2022   $16.84 - $18.67
SW0380,2022-04-01,14.7,15.51,17.96,19.59,April 2022   $15.51 - $17.96
SW0380,2022-05-01,16.33,16.94,18.79,20.01,May 2022   $16.94 - $18.79
SW0380,2022-06-01,14.79,15.61,18.08,19.72,June 2022   $15.61 - $18.08
SW0380,2022-07-01,16.43,17.04,18.9,20.13,July 2022   $17.04 - $18.90
SW0380,2022-08-01,14.89,15.71,18.19,19.85,August 2022   $15.71 - $18.19
SW0380,2022-09-01,16.52,17.15,19.01,20.26,September 2022   $17.15 - $19.01
SW0380,2022-10-01,14.98,15.81,18.31,19.97,October 2022   $15.81 - $18.31
SW0380,2022-11-01,16.62,17.25,19.12,20.38,November 2022   $17.25 - $19.12
SW0380,2022-12-01,15.07,15.91,18.42,20.1,December 2022   $15.91 - $18.42
SW0380,2023-01-01,16.72,17.35,19.24,20.5,January 2023   $17.35 - $19.24
SW0380,2023-02-01,15.17,16.01,18.54,20.23,February 2023   $16.01 - $18.54
SW0380,2023-03-01,16.82,17.45,19.35,20.62,March 2023   $17.45 - $19.35
